Session,Hand,Bankroll,Change
3,99,875.00,+0.00
3,100,885.00,+10.00
4,1,990.00,-10.00
4,2,1010.00,+20.00
4,3,1025.00,+15.00
4,4,1015.00,-10.00
4,5,1005.00,-10.00
4,6,995.00,-10.00
4,7,1005.00,+10.00
4,8,1015.00,+10.00
4,9,1005.00,-10.00
4,10,995.00,-10.00
4,11,995.00,+0.00
4,12,985.00,-10.00
4,13,975.00,-10.00
4,14,990.00,+15.00
4,15,980.00,-10.00
4,16,960.00,-20.00
4,17,960.00,+0.00
4,18,970.00,+10.00
4,19,970.00,+0.00
4,20,960.00,-10.00
4,21,950.00,-10.00
4,22,960.00,+10.00
4,23,970.00,+10.00
4,24,970.00,+0.00
4,25,990.00,+20.00
4,26,980.00,-10.00
4,27,970.00,-10.00
4,28,980.00,+10.00
4,29,990.00,+10.00
4,30,970.00,-20.00
4,31,980.00,+10.00
4,32,970.00,-10.00
4,33,970.00,+0.00
4,34,960.00,-10.00
4,35,950.00,-10.00
4,36,965.00,+15.00
4,37,955.00,-10.00
4,38,945.00,-10.00
4,39,955.00,+10.00
4,40,965.00,+10.00
4,41,955.00,-10.00
4,42,965.00,+10.00
4,43,975.00,+10.00
4,44,965.00,-10.00
4,45,975.00,+10.00
4,46,965.00,-10.00
4,47,955.00,-10.00
4,48,945.00,-10.00
4,49,955.00,+10.00
4,50,945.00,-10.00
4,51,935.00,-10.00
4,52,935.00,+0.00
4,53,945.00,+10.00
4,54,955.00,+10.00
4,55,970.00,+15.00
4,56,980.00,+10.00
4,57,970.00,-10.00
4,58,960.00,-10.00
4,59,950.00,-10.00
4,60,940.00,-10.00
4,61,930.00,-10.00
4,62,920.00,-10.00
4,63,920.00,+0.00
4,64,910.00,-10.00
4,65,920.00,+10.00
4,66,940.00,+20.00
4,67,950.00,+10.00
4,68,940.00,-10.00
4,69,950.00,+10.00
4,70,965.00,+15.00
4,71,965.00,+0.00
4,72,955.00,-10.00
4,73,945.00,-10.00
4,74,965.00,+20.00
4,75,985.00,+20.00
4,76,975.00,-10.00
4,77,955.00,-20.00
4,78,965.00,+10.00
4,79,975.00,+10.00
4,80,975.00,+0.00
4,81,995.00,+20.00
4,82,1005.00,+10.00
4,83,1015.00,+10.00
4,84,1005.00,-10.00
4,85,995.00,-10.00
4,86,1005.00,+10.00
4,87,995.00,-10.00
4,88,1005.00,+10.00
4,89,1015.00,+10.00
4,90,1025.00,+10.00
4,91,1015.00,-10.00
4,92,1035.00,+20.00
4,93,1045.00,+10.00
4,94,1055.00,+10.00
4,95,1050.00,-5.00
4,96,1040.00,-10.00
4,97,1020.00,-20.00
4,98,1030.00,+10.00
4,99,1020.00,-10.00
4,100,1020.00,+0.00
5,1,990.00,-10.00
5,2,1000.00,+10.00
5,3,995.00,-5.00
5,4,985.00,-10.00
5,5,995.00,+10.00
5,6,1015.00,+20.00
5,7,1025.00,+10.00
5,8,1035.00,+10.00
5,9,1045.00,+10.00
5,10,1055.00,+10.00
5,11,1055.00,+0.00
5,12,1075.00,+20.00
5,13,1065.00,-10.00
5,14,1075.00,+10.00
5,15,1095.00,+20.00
5,16,1115.00,+20.00
5,17,1095.00,-20.00
5,18,1085.00,-10.00
5,19,1075.00,-10.00
5,20,1065.00,-10.00
5,21,1055.00,-10.00
5,22,1045.00,-10.00
5,23,1055.00,+10.00
5,24,1065.00,+10.00
5,25,1085.00,+20.00
5,26,1085.00,+0.00
5,27,1075.00,-10.00
5,28,1070.00,-5.00
5,29,1070.00,+0.00
5,30,1080.00,+10.00
5,31,1090.00,+10.00
5,32,1080.00,-10.00
5,33,1070.00,-10.00
5,34,1050.00,-20.00
5,35,1050.00,+0.00
5,36,1045.00,-5.00
5,37,1045.00,+0.00
5,38,1055.00,+10.00
5,39,1045.00,-10.00
5,40,1035.00,-10.00
5,41,1025.00,-10.00
5,42,1015.00,-10.00
5,43,1005.00,-10.00
5,44,995.00,-10.00
5,45,1015.00,+20.00
5,46,1005.00,-10.00
5,47,995.00,-10.00
5,48,1005.00,+10.00
5,49,995.00,-10.00
5,50,990.00,-5.00
5,51,970.00,-20.00
5,52,960.00,-10.00
5,53,955.00,-5.00
5,54,945.00,-10.00
5,55,935.00,-10.00
5,56,945.00,+10.00
5,57,955.00,+10.00
5,58,975.00,+20.00
5,59,965.00,-10.00
5,60,980.00,+15.00
5,61,995.00,+15.00
5,62,1005.00,+10.00
5,63,1015.00,+10.00
5,64,1005.00,-10.00
5,65,995.00,-10.00
5,66,995.00,+0.00
5,67,1015.00,+20.00
5,68,1025.00,+10.00
5,69,1020.00,-5.00
5,70,1030.00,+10.00
5,71,1040.00,+10.00
5,72,1030.00,-10.00
5,73,1030.00,+0.00
5,74,1020.00,-10.00
5,75,1040.00,+20.00
5,76,1030.00,-10.00
5,77,1020.00,-10.00
5,78,1040.00,+20.00
5,79,1055.00,+15.00
5,80,1045.00,-10.00
5,81,1055.00,+10.00
5,82,1050.00,-5.00
5,83,1060.00,+10.00
5,84,1050.00,-10.00
5,85,1070.00,+20.00
5,86,1080.00,+10.00
5,87,1090.00,+10.00
5,88,1100.00,+10.00
5,89,1110.00,+10.00
5,90,1120.00,+10.00
5,91,1110.00,-10.00
5,92,1100.00,-10.00
5,93,1090.00,-10.00
5,94,1105.00,+15.00
5,95,1095.00,-10.00
5,96,1105.00,+10.00
5,97,1095.00,-10.00
5,98,1085.00,-10.00
5,99,1075.00,-10.00
5,100,1085.00,+10.00
