Session,Hand,Bankroll
1,1,1010.00
1,2,1020.00
1,3,1000.00
1,4,1015.00
1,5,1025.00
1,6,1035.00
1,7,1035.00
1,8,1045.00
1,9,1035.00
1,10,1045.00
1,11,1060.00
1,12,1050.00
1,13,1040.00
1,14,1050.00
1,15,1070.00
1,16,1080.00
1,17,1100.00
1,18,1090.00
1,19,1100.00
1,20,1110.00
1,21,1105.00
1,22,1115.00
1,23,1115.00
1,24,1125.00
1,25,1125.00
1,26,1115.00
1,27,1125.00
1,28,1115.00
1,29,1105.00
1,30,1095.00
1,31,1095.00
1,32,1105.00
1,33,1095.00
1,34,1085.00
1,35,1075.00
1,36,1055.00
1,37,1045.00
1,38,1035.00
1,39,1035.00
1,40,1035.00
1,41,1035.00
1,42,1025.00
1,43,1035.00
1,44,1035.00
1,45,1050.00
1,46,1060.00
1,47,1050.00
1,48,1040.00
1,49,1030.00
1,50,1020.00
1,51,1010.00
1,52,1020.00
1,53,1035.00
1,54,1025.00
1,55,1040.00
1,56,1030.00
1,57,1025.00
1,58,1025.00
1,59,1015.00
1,60,1015.00
1,61,995.00
1,62,985.00
1,63,975.00
1,64,985.00
1,65,995.00
1,66,985.00
1,67,975.00
1,68,970.00
1,69,980.00
1,70,980.00
1,71,990.00
1,72,1000.00
1,73,1010.00
1,74,1000.00
1,75,1010.00
1,76,1000.00
1,77,1010.00
1,78,1000.00
1,79,990.00
1,80,985.00
1,81,985.00
1,82,975.00
1,83,995.00
1,84,1005.00
1,85,1015.00
1,86,1015.00
1,87,1045.00
1,88,1035.00
1,89,1050.00
1,90,1065.00
1,91,1060.00
1,92,1070.00
1,93,1050.00
1,94,1040.00
1,95,1030.00
1,96,1040.00
1,97,1030.00
1,98,1040.00
1,99,1040.00
1,100,1050.00
2,1,990.00
2,2,980.00
2,3,970.00
2,4,980.00
2,5,970.00
2,6,980.00
2,7,990.00
2,8,985.00
2,9,995.00
2,10,995.00
2,11,995.00
2,12,1005.00
2,13,1015.00
2,14,1005.00
2,15,1025.00
2,16,1015.00
2,17,1025.00
2,18,1020.00
2,19,1010.00
2,20,1005.00
2,21,995.00
2,22,1005.00
2,23,1005.00
2,24,1015.00
2,25,1005.00
2,26,985.00
2,27,975.00
2,28,965.00
2,29,955.00
2,30,935.00
2,31,935.00
2,32,945.00
2,33,945.00
2,34,955.00
2,35,945.00
2,36,935.00
2,37,925.00
2,38,920.00
2,39,930.00
2,40,920.00
2,41,930.00
2,42,940.00
2,43,930.00
2,44,920.00
2,45,900.00
2,46,910.00
2,47,890.00
2,48,880.00
2,49,900.00
2,50,920.00
2,51,920.00
2,52,910.00
2,53,920.00
2,54,910.00
2,55,920.00
2,56,900.00
2,57,900.00
2,58,910.00
2,59,900.00
2,60,890.00
2,61,880.00
2,62,890.00
2,63,890.00
2,64,900.00
2,65,890.00
2,66,870.00
2,67,860.00
2,68,850.00
2,69,845.00
2,70,835.00
2,71,855.00
2,72,850.00
2,73,840.00
2,74,850.00
2,75,870.00
2,76,880.00
2,77,870.00
2,78,880.00
2,79,890.00
2,80,920.00
2,81,935.00
2,82,925.00
2,83,945.00
2,84,935.00
2,85,925.00
2,86,940.00
2,87,940.00
2,88,960.00
2,89,980.00
2,90,970.00
2,91,960.00
2,92,960.00
2,93,970.00
2,94,980.00
2,95,990.00
2,96,980.00
2,97,990.00
2,98,1000.00
2,99,995.00
2,100,1005.00
3,1,1010.00
3,2,1020.00
3,3,1020.00
3,4,1010.00
3,5,1020.00
3,6,1010.00
3,7,1020.00
3,8,1010.00
3,9,1020.00
3,10,1010.00
3,11,1000.00
3,12,1010.00
3,13,1000.00
3,14,980.00
3,15,970.00
3,16,980.00
3,17,990.00
3,18,1000.00
3,19,980.00
3,20,990.00
3,21,1000.00
3,22,1015.00
3,23,1025.00
3,24,1025.00
3,25,1035.00
3,26,1045.00
3,27,1035.00
3,28,1045.00
