Session,Hand,Bankroll,Change
1,1,990.00,-10.00
1,2,1005.00,+15.00
1,3,995.00,-10.00
1,4,985.00,-10.00
1,5,975.00,-10.00
1,6,965.00,-10.00
1,7,975.00,+10.00
1,8,985.00,+10.00
1,9,980.00,-5.00
1,10,970.00,-10.00
1,11,970.00,+0.00
1,12,960.00,-10.00
1,13,960.00,+0.00
1,14,970.00,+10.00
1,15,960.00,-10.00
1,16,950.00,-10.00
1,17,940.00,-10.00
1,18,930.00,-10.00
1,19,945.00,+15.00
1,20,925.00,-20.00
1,21,935.00,+10.00
1,22,945.00,+10.00
1,23,925.00,-20.00
1,24,915.00,-10.00
1,25,905.00,-10.00
1,26,920.00,+15.00
1,27,910.00,-10.00
1,28,920.00,+10.00
1,29,910.00,-10.00
1,30,920.00,+10.00
1,31,910.00,-10.00
1,32,920.00,+10.00
1,33,930.00,+10.00
1,34,920.00,-10.00
1,35,910.00,-10.00
1,36,920.00,+10.00
1,37,920.00,+0.00
1,38,940.00,+20.00
1,39,930.00,-10.00
1,40,930.00,+0.00
1,41,920.00,-10.00
1,42,910.00,-10.00
1,43,900.00,-10.00
1,44,890.00,-10.00
1,45,905.00,+15.00
1,46,915.00,+10.00
1,47,925.00,+10.00
1,48,915.00,-10.00
1,49,925.00,+10.00
1,50,925.00,+0.00
1,51,905.00,-20.00
1,52,895.00,-10.00
1,53,915.00,+20.00
1,54,945.00,+30.00
1,55,955.00,+10.00
1,56,945.00,-10.00
1,57,960.00,+15.00
1,58,950.00,-10.00
1,59,960.00,+10.00
1,60,970.00,+10.00
1,61,980.00,+10.00
1,62,970.00,-10.00
1,63,990.00,+20.00
1,64,1005.00,+15.00
1,65,1005.00,+0.00
1,66,1015.00,+10.00
1,67,1005.00,-10.00
1,68,1020.00,+15.00
1,69,1010.00,-10.00
1,70,1000.00,-10.00
1,71,990.00,-10.00
1,72,990.00,+0.00
1,73,980.00,-10.00
1,74,990.00,+10.00
1,75,1000.00,+10.00
1,76,990.00,-10.00
1,77,1000.00,+10.00
1,78,1000.00,+0.00
1,79,990.00,-10.00
1,80,980.00,-10.00
1,81,950.00,-30.00
1,82,930.00,-20.00
1,83,940.00,+10.00
1,84,940.00,+0.00
1,85,930.00,-10.00
1,86,920.00,-10.00
1,87,930.00,+10.00
1,88,920.00,-10.00
1,89,910.00,-10.00
1,90,930.00,+20.00
1,91,920.00,-10.00
1,92,900.00,-20.00
1,93,890.00,-10.00
1,94,870.00,-20.00
1,95,865.00,-5.00
1,96,875.00,+10.00
1,97,865.00,-10.00
1,98,880.00,+15.00
1,99,890.00,+10.00
1,100,910.00,+20.00
2,1,1010.00,+10.00
2,2,1000.00,-10.00
2,3,980.00,-20.00
2,4,990.00,+10.00
2,5,1010.00,+20.00
2,6,1020.00,+10.00
2,7,1010.00,-10.00
2,8,1020.00,+10.00
2,9,1010.00,-10.00
2,10,1000.00,-10.00
2,11,990.00,-10.00
2,12,1010.00,+20.00
2,13,1000.00,-10.00
2,14,1010.00,+10.00
2,15,1020.00,+10.00
2,16,1010.00,-10.00
2,17,1005.00,-5.00
2,18,995.00,-10.00
2,19,995.00,+0.00
2,20,985.00,-10.00
2,21,995.00,+10.00
2,22,1005.00,+10.00
2,23,1015.00,+10.00
2,24,995.00,-20.00
2,25,1005.00,+10.00
2,26,995.00,-10.00
2,27,990.00,-5.00
2,28,985.00,-5.00
2,29,975.00,-10.00
2,30,985.00,+10.00
2,31,995.00,+10.00
2,32,1015.00,+20.00
2,33,1025.00,+10.00
2,34,1035.00,+10.00
2,35,1045.00,+10.00
2,36,1035.00,-10.00
2,37,1050.00,+15.00
2,38,1060.00,+10.00
2,39,1050.00,-10.00
2,40,1040.00,-10.00
2,41,1050.00,+10.00
2,42,1060.00,+10.00
2,43,1050.00,-10.00
