Session,Hand,Bankroll
3,18,1035.00
3,19,1015.00
3,20,1025.00
3,21,1035.00
3,22,1025.00
3,23,1035.00
3,24,1055.00
3,25,1065.00
3,26,1060.00
3,27,1050.00
3,28,1040.00
3,29,1030.00
3,30,1020.00
3,31,1010.00
3,32,1000.00
3,33,1010.00
3,34,990.00
3,35,1000.00
3,36,990.00
3,37,1000.00
3,38,990.00
3,39,980.00
3,40,970.00
3,41,965.00
3,42,965.00
3,43,955.00
3,44,965.00
3,45,985.00
3,46,1005.00
3,47,1015.00
3,48,1035.00
3,49,1025.00
3,50,1040.00
3,51,1030.00
3,52,1020.00
3,53,1030.00
3,54,1040.00
3,55,1030.00
3,56,1020.00
3,57,1000.00
3,58,1020.00
3,59,1010.00
3,60,1020.00
3,61,1010.00
3,62,1005.00
3,63,995.00
3,64,985.00
3,65,980.00
3,66,970.00
3,67,960.00
3,68,960.00
3,69,950.00
3,70,950.00
3,71,960.00
3,72,955.00
3,73,950.00
3,74,930.00
3,75,920.00
3,76,910.00
3,77,920.00
3,78,930.00
3,79,920.00
3,80,910.00
3,81,920.00
3,82,935.00
3,83,915.00
3,84,925.00
3,85,915.00
3,86,915.00
3,87,915.00
3,88,910.00
3,89,900.00
3,90,890.00
3,91,880.00
3,92,890.00
3,93,880.00
3,94,880.00
3,95,880.00
3,96,870.00
3,97,850.00
3,98,870.00
3,99,860.00
3,100,850.00
4,1,990.00
4,2,1000.00
4,3,1010.00
4,4,1000.00
4,5,990.00
4,6,990.00
4,7,990.00
4,8,1005.00
4,9,995.00
4,10,985.00
4,11,995.00
4,12,975.00
4,13,970.00
4,14,980.00
4,15,990.00
4,16,1000.00
4,17,1010.00
4,18,1020.00
4,19,1020.00
4,20,1030.00
4,21,1040.00
4,22,1030.00
4,23,1020.00
4,24,1010.00
4,25,1020.00
4,26,1010.00
4,27,1000.00
4,28,995.00
4,29,985.00
4,30,1000.00
4,31,1010.00
4,32,1000.00
4,33,1020.00
4,34,1010.00
4,35,1020.00
4,36,1030.00
4,37,1060.00
4,38,1050.00
4,39,1065.00
4,40,1055.00
4,41,1045.00
4,42,1055.00
4,43,1045.00
4,44,1040.00
4,45,1030.00
4,46,1040.00
4,47,1030.00
4,48,1020.00
4,49,1030.00
4,50,1020.00
4,51,1020.00
4,52,1030.00
4,53,1040.00
4,54,1050.00
4,55,1070.00
4,56,1060.00
4,57,1070.00
4,58,1060.00
4,59,1070.00
4,60,1080.00
4,61,1070.00
4,62,1060.00
4,63,1050.00
4,64,1040.00
4,65,1050.00
4,66,1060.00
4,67,1055.00
4,68,1045.00
4,69,1045.00
4,70,1035.00
4,71,1025.00
4,72,1015.00
4,73,1005.00
4,74,1015.00
4,75,1015.00
4,76,1025.00
4,77,1035.00
4,78,1045.00
4,79,1025.00
4,80,1035.00
4,81,1025.00
4,82,1035.00
4,83,1045.00
4,84,1035.00
4,85,1055.00
4,86,1045.00
4,87,1035.00
4,88,1025.00
4,89,1015.00
4,90,1005.00
4,91,1005.00
4,92,995.00
4,93,985.00
4,94,995.00
4,95,1005.00
4,96,995.00
4,97,1015.00
4,98,1025.00
4,99,1035.00
4,100,1035.00
5,1,990.00
5,2,1000.00
5,3,990.00
5,4,1000.00
5,5,1010.00
5,6,1000.00
5,7,970.00
5,8,970.00
5,9,980.00
5,10,970.00
5,11,965.00
5,12,975.00
5,13,975.00
5,14,965.00
5,15,975.00
5,16,985.00
5,17,995.00
5,18,1005.00
5,19,995.00
5,20,985.00
5,21,975.00
5,22,975.00
5,23,985.00
5,24,980.00
5,25,975.00
5,26,965.00
5,27,960.00
5,28,940.00
5,29,930.00
5,30,920.00
5,31,910.00
5,32,920.00
5,33,920.00
5,34,920.00
5,35,910.00
5,36,900.00
5,37,890.00
5,38,900.00
5,39,910.00
5,40,900.00
5,41,910.00
5,42,900.00
5,43,910.00
5,44,900.00
5,45,910.00
5,46,900.00
5,47,890.00
5,48,880.00
5,49,870.00
5,50,860.00
5,51,860.00
5,52,860.00
5,53,870.00
5,54,880.00
5,55,870.00
5,56,870.00
5,57,865.00
5,58,885.00
5,59,875.00
5,60,885.00
5,61,875.00
5,62,895.00
5,63,905.00
5,64,895.00
5,65,905.00
5,66,915.00
5,67,915.00
5,68,925.00
5,69,915.00
5,70,905.00
5,71,915.00
5,72,905.00
5,73,915.00
5,74,925.00
5,75,940.00
5,76,950.00
5,77,960.00
5,78,970.00
5,79,960.00
5,80,960.00
5,81,950.00
5,82,950.00
5,83,940.00
5,84,935.00
5,85,950.00
5,86,960.00
5,87,950.00
5,88,940.00
5,89,935.00
5,90,955.00
5,91,945.00
5,92,945.00
5,93,955.00
5,94,975.00
5,95,985.00
5,96,965.00
5,97,955.00
5,98,970.00
5,99,980.00
5,100,990.00
