Session,Hand,Bankroll,Change
1,1,1020.00,+20.00
1,2,1010.00,-10.00
1,3,1005.00,-5.00
1,4,1005.00,+0.00
1,5,1015.00,+10.00
1,6,1005.00,-10.00
1,7,1005.00,+0.00
1,8,995.00,-10.00
1,9,1005.00,+10.00
1,10,995.00,-10.00
1,11,1010.00,+15.00
1,12,1030.00,+20.00
1,13,1020.00,-10.00
1,14,1030.00,+10.00
1,15,1040.00,+10.00
1,16,1060.00,+20.00
1,17,1070.00,+10.00
1,18,1080.00,+10.00
1,19,1080.00,+0.00
1,20,1090.00,+10.00
1,21,1110.00,+20.00
1,22,1100.00,-10.00
1,23,1115.00,+15.00
1,24,1105.00,-10.00
1,25,1095.00,-10.00
1,26,1115.00,+20.00
1,27,1115.00,+0.00
1,28,1125.00,+10.00
1,29,1135.00,+10.00
1,30,1125.00,-10.00
1,31,1135.00,+10.00
1,32,1145.00,+10.00
1,33,1155.00,+10.00
1,34,1155.00,+0.00
1,35,1145.00,-10.00
1,36,1155.00,+10.00
1,37,1150.00,-5.00
1,38,1140.00,-10.00
1,39,1150.00,+10.00
1,40,1145.00,-5.00
1,41,1145.00,+0.00
1,42,1135.00,-10.00
1,43,1145.00,+10.00
1,44,1135.00,-10.00
1,45,1155.00,+20.00
1,46,1145.00,-10.00
1,47,1155.00,+10.00
1,48,1145.00,-10.00
1,49,1125.00,-20.00
1,50,1115.00,-10.00
1,51,1125.00,+10.00
1,52,1125.00,+0.00
1,53,1115.00,-10.00
1,54,1105.00,-10.00
1,55,1095.00,-10.00
1,56,1105.00,+10.00
1,57,1120.00,+15.00
1,58,1110.00,-10.00
1,59,1100.00,-10.00
1,60,1110.00,+10.00
1,61,1120.00,+10.00
1,62,1110.00,-10.00
1,63,1120.00,+10.00
1,64,1130.00,+10.00
1,65,1140.00,+10.00
1,66,1160.00,+20.00
1,67,1150.00,-10.00
1,68,1140.00,-10.00
1,69,1130.00,-10.00
1,70,1140.00,+10.00
1,71,1130.00,-10.00
1,72,1120.00,-10.00
1,73,1130.00,+10.00
1,74,1120.00,-10.00
1,75,1130.00,+10.00
1,76,1150.00,+20.00
1,77,1150.00,+0.00
1,78,1140.00,-10.00
1,79,1130.00,-10.00
1,80,1120.00,-10.00
1,81,1120.00,+0.00
1,82,1110.00,-10.00
1,83,1120.00,+10.00
1,84,1110.00,-10.00
1,85,1100.00,-10.00
1,86,1110.00,+10.00
1,87,1100.00,-10.00
1,88,1095.00,-5.00
1,89,1105.00,+10.00
1,90,1105.00,+0.00
1,91,1095.00,-10.00
1,92,1085.00,-10.00
1,93,1075.00,-10.00
1,94,1065.00,-10.00
1,95,1055.00,-10.00
1,96,1045.00,-10.00
1,97,1035.00,-10.00
1,98,1025.00,-10.00
1,99,1020.00,-5.00
1,100,1020.00,+0.00
2,1,1010.00,+10.00
2,2,1020.00,+10.00
2,3,1020.00,+0.00
2,4,1010.00,-10.00
2,5,1000.00,-10.00
2,6,990.00,-10.00
2,7,970.00,-20.00
2,8,960.00,-10.00
2,9,950.00,-10.00
2,10,940.00,-10.00
2,11,930.00,-10.00
2,12,940.00,+10.00
2,13,955.00,+15.00
2,14,945.00,-10.00
2,15,955.00,+10.00
2,16,955.00,+0.00
2,17,965.00,+10.00
2,18,965.00,+0.00
2,19,980.00,+15.00
2,20,980.00,+0.00
2,21,990.00,+10.00
2,22,980.00,-10.00
2,23,1000.00,+20.00
2,24,990.00,-10.00
2,25,980.00,-10.00
2,26,1000.00,+20.00
2,27,1010.00,+10.00
2,28,1000.00,-10.00
2,29,990.00,-10.00
2,30,985.00,-5.00
2,31,975.00,-10.00
2,32,975.00,+0.00
2,33,965.00,-10.00
2,34,975.00,+10.00
2,35,965.00,-10.00
2,36,955.00,-10.00
2,37,945.00,-10.00
2,38,935.00,-10.00
2,39,945.00,+10.00
2,40,955.00,+10.00
2,41,945.00,-10.00
2,42,955.00,+10.00
2,43,945.00,-10.00
2,44,935.00,-10.00
2,45,945.00,+10.00
2,46,955.00,+10.00
2,47,965.00,+10.00
2,48,960.00,-5.00
2,49,955.00,-5.00
2,50,950.00,-5.00
2,51,940.00,-10.00
2,52,960.00,+20.00
2,53,970.00,+10.00
2,54,990.00,+20.00
2,55,1000.00,+10.00
2,56,1020.00,+20.00
2,57,1000.00,-20.00
2,58,990.00,-10.00
2,59,980.00,-10.00
2,60,970.00,-10.00
2,61,960.00,-10.00
2,62,970.00,+10.00
2,63,970.00,+0.00
2,64,980.00,+10.00
2,65,990.00,+10.00
2,66,980.00,-10.00
2,67,960.00,-20.00
2,68,950.00,-10.00
2,69,950.00,+0.00
2,70,960.00,+10.00
2,71,950.00,-10.00
2,72,940.00,-10.00
2,73,950.00,+10.00
2,74,960.00,+10.00
2,75,950.00,-10.00
2,76,930.00,-20.00
2,77,940.00,+10.00
2,78,940.00,+0.00
2,79,950.00,+10.00
2,80,945.00,-5.00
2,81,965.00,+20.00
2,82,975.00,+10.00
2,83,990.00,+15.00
2,84,1030.00,+40.00
2,85,1040.00,+10.00
2,86,1050.00,+10.00
2,87,1045.00,-5.00
2,88,1035.00,-10.00
2,89,1045.00,+10.00
2,90,1060.00,+15.00
2,91,1050.00,-10.00
2,92,1060.00,+10.00
2,93,1050.00,-10.00
2,94,1050.00,+0.00
2,95,1040.00,-10.00
2,96,1050.00,+10.00
2,97,1060.00,+10.00
2,98,1060.00,+0.00
2,99,1050.00,-10.00
2,100,1070.00,+20.00
3,1,1010.00,+10.00
3,2,1020.00,+10.00
3,3,1040.00,+20.00
3,4,1055.00,+15.00
3,5,1045.00,-10.00
3,6,1025.00,-20.00
3,7,1025.00,+0.00
3,8,1015.00,-10.00
3,9,1025.00,+10.00
3,10,1035.00,+10.00
3,11,1025.00,-10.00
3,12,1015.00,-10.00
3,13,1005.00,-10.00
3,14,1015.00,+10.00
3,15,1010.00,-5.00
3,16,1000.00,-10.00
3,17,1010.00,+10.00
3,18,1025.00,+15.00
3,19,1015.00,-10.00
3,20,1005.00,-10.00
3,21,995.00,-10.00
3,22,985.00,-10.00
3,23,975.00,-10.00
3,24,985.00,+10.00
3,25,995.00,+10.00
3,26,1010.00,+15.00
3,27,1000.00,-10.00
3,28,1015.00,+15.00
3,29,1005.00,-10.00
3,30,1000.00,-5.00
3,31,980.00,-20.00
3,32,1000.00,+20.00
3,33,1000.00,+0.00
3,34,990.00,-10.00
3,35,1000.00,+10.00
3,36,1010.00,+10.00
3,37,1000.00,-10.00
3,38,1010.00,+10.00
3,39,1020.00,+10.00
3,40,1010.00,-10.00
3,41,1000.00,-10.00
3,42,1010.00,+10.00
3,43,1025.00,+15.00
3,44,1035.00,+10.00
3,45,1025.00,-10.00
3,46,1015.00,-10.00
3,47,1030.00,+15.00
3,48,1020.00,-10.00
3,49,1030.00,+10.00
3,50,1050.00,+20.00
3,51,1060.00,+10.00
3,52,1060.00,+0.00
3,53,1070.00,+10.00
3,54,1060.00,-10.00
3,55,1070.00,+10.00
3,56,1060.00,-10.00
3,57,1050.00,-10.00
3,58,1040.00,-10.00
3,59,1030.00,-10.00
3,60,1040.00,+10.00
3,61,1060.00,+20.00
3,62,1050.00,-10.00
3,63,1040.00,-10.00
3,64,1030.00,-10.00
3,65,1020.00,-10.00
3,66,1030.00,+10.00
3,67,1040.00,+10.00
3,68,1010.00,-30.00
3,69,1000.00,-10.00
3,70,1010.00,+10.00
3,71,1010.00,+0.00
3,72,1000.00,-10.00
3,73,990.00,-10.00
3,74,980.00,-10.00
3,75,970.00,-10.00
3,76,960.00,-10.00
3,77,950.00,-10.00
3,78,960.00,+10.00
3,79,960.00,+0.00
3,80,960.00,+0.00
3,81,955.00,-5.00
3,82,935.00,-20.00
3,83,925.00,-10.00
3,84,915.00,-10.00
3,85,925.00,+10.00
3,86,985.00,+60.00
3,87,975.00,-10.00
3,88,985.00,+10.00
3,89,1000.00,+15.00
3,90,990.00,-10.00
3,91,980.00,-10.00
3,92,980.00,+0.00
3,93,980.00,+0.00
3,94,980.00,+0.00
3,95,970.00,-10.00
3,96,985.00,+15.00
3,97,975.00,-10.00
3,98,965.00,-10.00
3,99,955.00,-10.00
3,100,945.00,-10.00
4,1,1010.00,+10.00
4,2,1000.00,-10.00
4,3,990.00,-10.00
4,4,1000.00,+10.00
4,5,1000.00,+0.00
4,6,1015.00,+15.00
4,7,1005.00,-10.00
4,8,1005.00,+0.00
4,9,1015.00,+10.00
4,10,1005.00,-10.00
4,11,995.00,-10.00
4,12,985.00,-10.00
4,13,995.00,+10.00
4,14,975.00,-20.00
4,15,965.00,-10.00
4,16,955.00,-10.00
4,17,975.00,+20.00
4,18,985.00,+10.00
4,19,975.00,-10.00
4,20,965.00,-10.00
4,21,965.00,+0.00
4,22,965.00,+0.00
4,23,975.00,+10.00
4,24,965.00,-10.00
4,25,975.00,+10.00
4,26,965.00,-10.00
4,27,955.00,-10.00
4,28,975.00,+20.00
4,29,975.00,+0.00
4,30,985.00,+10.00
4,31,975.00,-10.00
4,32,965.00,-10.00
4,33,975.00,+10.00
4,34,985.00,+10.00
4,35,965.00,-20.00
4,36,955.00,-10.00
4,37,965.00,+10.00
4,38,980.00,+15.00
4,39,995.00,+15.00
4,40,985.00,-10.00
4,41,995.00,+10.00
4,42,985.00,-10.00
4,43,980.00,-5.00
4,44,970.00,-10.00
4,45,980.00,+10.00
4,46,990.00,+10.00
4,47,980.00,-10.00
4,48,980.00,+0.00
4,49,980.00,+0.00
4,50,970.00,-10.00
4,51,980.00,+10.00
4,52,970.00,-10.00
4,53,980.00,+10.00
4,54,990.00,+10.00
4,55,970.00,-20.00
4,56,1000.00,+30.00
4,57,990.00,-10.00
4,58,990.00,+0.00
4,59,990.00,+0.00
4,60,1000.00,+10.00
4,61,1000.00,+0.00
4,62,1010.00,+10.00
4,63,1000.00,-10.00
4,64,990.00,-10.00
4,65,1000.00,+10.00
4,66,990.00,-10.00
4,67,1000.00,+10.00
4,68,995.00,-5.00
4,69,985.00,-10.00
4,70,985.00,+0.00
4,71,975.00,-10.00
4,72,965.00,-10.00
4,73,965.00,+0.00
4,74,955.00,-10.00
4,75,935.00,-20.00
4,76,945.00,+10.00
4,77,945.00,+0.00
4,78,925.00,-20.00
4,79,915.00,-10.00
4,80,925.00,+10.00
4,81,915.00,-10.00
4,82,925.00,+10.00
4,83,915.00,-10.00
4,84,925.00,+10.00
4,85,935.00,+10.00
4,86,930.00,-5.00
4,87,940.00,+10.00
4,88,930.00,-10.00
4,89,920.00,-10.00
4,90,910.00,-10.00
4,91,920.00,+10.00
4,92,910.00,-10.00
4,93,900.00,-10.00
4,94,910.00,+10.00
4,95,905.00,-5.00
4,96,895.00,-10.00
4,97,905.00,+10.00
4,98,920.00,+15.00
4,99,930.00,+10.00
4,100,920.00,-10.00
5,1,990.00,-10.00
5,2,1000.00,+10.00
5,3,990.00,-10.00
5,4,1000.00,+10.00
5,5,1010.00,+10.00
5,6,1000.00,-10.00
5,7,1000.00,+0.00
5,8,990.00,-10.00
5,9,980.00,-10.00
5,10,970.00,-10.00
5,11,970.00,+0.00
5,12,960.00,-10.00
5,13,975.00,+15.00
5,14,985.00,+10.00
5,15,995.00,+10.00
5,16,1005.00,+10.00
5,17,995.00,-10.00
5,18,985.00,-10.00
5,19,980.00,-5.00
5,20,970.00,-10.00
5,21,960.00,-10.00
5,22,960.00,+0.00
5,23,970.00,+10.00
5,24,990.00,+20.00
5,25,980.00,-10.00
5,26,970.00,-10.00
5,27,960.00,-10.00
5,28,940.00,-20.00
5,29,950.00,+10.00
5,30,940.00,-10.00
5,31,950.00,+10.00
5,32,930.00,-20.00
5,33,950.00,+20.00
5,34,930.00,-20.00
5,35,920.00,-10.00
5,36,900.00,-20.00
5,37,890.00,-10.00
5,38,900.00,+10.00
5,39,895.00,-5.00
5,40,885.00,-10.00
5,41,885.00,+0.00
5,42,875.00,-10.00
5,43,875.00,+0.00
5,44,870.00,-5.00
5,45,850.00,-20.00
5,46,860.00,+10.00
5,47,850.00,-10.00
5,48,845.00,-5.00
5,49,835.00,-10.00
5,50,825.00,-10.00
5,51,815.00,-10.00
5,52,825.00,+10.00
5,53,820.00,-5.00
5,54,810.00,-10.00
5,55,800.00,-10.00
5,56,790.00,-10.00
5,57,800.00,+10.00
5,58,810.00,+10.00
5,59,800.00,-10.00
5,60,790.00,-10.00
5,61,780.00,-10.00
5,62,780.00,+0.00
5,63,770.00,-10.00
5,64,780.00,+10.00
5,65,790.00,+10.00
5,66,780.00,-10.00
5,67,770.00,-10.00
5,68,750.00,-20.00
5,69,760.00,+10.00
5,70,770.00,+10.00
5,71,760.00,-10.00
5,72,750.00,-10.00
5,73,740.00,-10.00
5,74,750.00,+10.00
5,75,740.00,-10.00
5,76,730.00,-10.00
5,77,720.00,-10.00
5,78,700.00,-20.00
5,79,710.00,+10.00
5,80,720.00,+10.00
5,81,710.00,-10.00
5,82,720.00,+10.00
5,83,730.00,+10.00
5,84,720.00,-10.00
5,85,720.00,+0.00
5,86,710.00,-10.00
5,87,700.00,-10.00
5,88,690.00,-10.00
5,89,700.00,+10.00
5,90,710.00,+10.00
5,91,700.00,-10.00
5,92,690.00,-10.00
5,93,700.00,+10.00
5,94,695.00,-5.00
5,95,705.00,+10.00
5,96,695.00,-10.00
5,97,705.00,+10.00
5,98,715.00,+10.00
5,99,710.00,-5.00
5,100,700.00,-10.00
