Session,Hand,Bankroll,Change
1,1,1010.00,+10.00
1,2,1005.00,-5.00
1,3,995.00,-10.00
1,4,990.00,-5.00
1,5,985.00,-5.00
1,6,995.00,+10.00
1,7,1005.00,+10.00
1,8,1000.00,-5.00
1,9,1010.00,+10.00
1,10,1020.00,+10.00
1,11,1010.00,-10.00
1,12,1020.00,+10.00
1,13,1030.00,+10.00
1,14,1020.00,-10.00
1,15,1030.00,+10.00
1,16,1040.00,+10.00
1,17,1050.00,+10.00
1,18,1050.00,+0.00
1,19,1070.00,+20.00
1,20,1070.00,+0.00
1,21,1070.00,+0.00
1,22,1060.00,-10.00
1,23,1070.00,+10.00
1,24,1080.00,+10.00
1,25,1070.00,-10.00
1,26,1060.00,-10.00
1,27,1070.00,+10.00
1,28,1060.00,-10.00
1,29,1050.00,-10.00
1,30,1040.00,-10.00
1,31,1030.00,-10.00
1,32,1010.00,-20.00
1,33,1005.00,-5.00
1,34,1015.00,+10.00
1,35,1025.00,+10.00
1,36,1015.00,-10.00
1,37,1025.00,+10.00
1,38,1015.00,-10.00
1,39,1010.00,-5.00
1,40,1010.00,+0.00
1,41,1000.00,-10.00
1,42,1020.00,+20.00
1,43,1040.00,+20.00
1,44,1040.00,+0.00
1,45,1050.00,+10.00
1,46,1040.00,-10.00
1,47,1030.00,-10.00
1,48,1025.00,-5.00
1,49,1015.00,-10.00
1,50,1010.00,-5.00
1,51,1000.00,-10.00
1,52,1010.00,+10.00
1,53,1000.00,-10.00
1,54,990.00,-10.00
1,55,980.00,-10.00
1,56,975.00,-5.00
1,57,965.00,-10.00
1,58,975.00,+10.00
1,59,985.00,+10.00
1,60,995.00,+10.00
1,61,985.00,-10.00
1,62,975.00,-10.00
1,63,985.00,+10.00
1,64,975.00,-10.00
1,65,965.00,-10.00
1,66,945.00,-20.00
1,67,935.00,-10.00
1,68,945.00,+10.00
1,69,955.00,+10.00
1,70,945.00,-10.00
1,71,945.00,+0.00
1,72,955.00,+10.00
1,73,965.00,+10.00
1,74,945.00,-20.00
1,75,955.00,+10.00
1,76,975.00,+20.00
1,77,975.00,+0.00
1,78,965.00,-10.00
1,79,985.00,+20.00
1,80,1005.00,+20.00
1,81,1015.00,+10.00
1,82,995.00,-20.00
1,83,1015.00,+20.00
1,84,1035.00,+20.00
1,85,1065.00,+30.00
1,86,1065.00,+0.00
1,87,1055.00,-10.00
1,88,1055.00,+0.00
1,89,1045.00,-10.00
1,90,1055.00,+10.00
1,91,1075.00,+20.00
1,92,1065.00,-10.00
1,93,1075.00,+10.00
1,94,1070.00,-5.00
1,95,1080.00,+10.00
1,96,1080.00,+0.00
1,97,1070.00,-10.00
1,98,1060.00,-10.00
1,99,1050.00,-10.00
1,100,1040.00,-10.00
2,1,1010.00,+10.00
2,2,1005.00,-5.00
2,3,995.00,-10.00
2,4,1015.00,+20.00
2,5,975.00,-40.00
2,6,975.00,+0.00
2,7,965.00,-10.00
2,8,975.00,+10.00
2,9,965.00,-10.00
2,10,975.00,+10.00
2,11,985.00,+10.00
2,12,1000.00,+15.00
2,13,1000.00,+0.00
2,14,990.00,-10.00
2,15,980.00,-10.00
2,16,1000.00,+20.00
2,17,990.00,-10.00
2,18,970.00,-20.00
2,19,960.00,-10.00
2,20,955.00,-5.00
2,21,945.00,-10.00
2,22,935.00,-10.00
2,23,930.00,-5.00
2,24,940.00,+10.00
2,25,930.00,-10.00
2,26,920.00,-10.00
2,27,930.00,+10.00
2,28,920.00,-10.00
2,29,940.00,+20.00
2,30,950.00,+10.00
2,31,940.00,-10.00
2,32,930.00,-10.00
2,33,920.00,-10.00
2,34,910.00,-10.00
2,35,900.00,-10.00
2,36,910.00,+10.00
2,37,920.00,+10.00
2,38,940.00,+20.00
2,39,930.00,-10.00
2,40,945.00,+15.00
2,41,935.00,-10.00
2,42,925.00,-10.00
2,43,935.00,+10.00
2,44,955.00,+20.00
2,45,945.00,-10.00
2,46,935.00,-10.00
2,47,945.00,+10.00
2,48,955.00,+10.00
2,49,945.00,-10.00
2,50,945.00,+0.00
2,51,955.00,+10.00
2,52,965.00,+10.00
2,53,955.00,-10.00
2,54,965.00,+10.00
2,55,955.00,-10.00
2,56,945.00,-10.00
2,57,935.00,-10.00
2,58,925.00,-10.00
2,59,915.00,-10.00
2,60,910.00,-5.00
2,61,900.00,-10.00
2,62,890.00,-10.00
2,63,880.00,-10.00
2,64,890.00,+10.00
2,65,880.00,-10.00
2,66,870.00,-10.00
2,67,860.00,-10.00
2,68,860.00,+0.00
2,69,890.00,+30.00
2,70,905.00,+15.00
2,71,925.00,+20.00
2,72,935.00,+10.00
2,73,925.00,-10.00
2,74,915.00,-10.00
2,75,935.00,+20.00
2,76,930.00,-5.00
2,77,920.00,-10.00
2,78,930.00,+10.00
2,79,940.00,+10.00
2,80,950.00,+10.00
2,81,960.00,+10.00
2,82,950.00,-10.00
2,83,940.00,-10.00
2,84,955.00,+15.00
2,85,965.00,+10.00
2,86,955.00,-10.00
2,87,945.00,-10.00
2,88,935.00,-10.00
2,89,925.00,-10.00
2,90,915.00,-10.00
2,91,905.00,-10.00
2,92,900.00,-5.00
2,93,890.00,-10.00
2,94,900.00,+10.00
2,95,895.00,-5.00
2,96,905.00,+10.00
2,97,915.00,+10.00
2,98,910.00,-5.00
2,99,910.00,+0.00
2,100,900.00,-10.00
3,1,990.00,-10.00
3,2,980.00,-10.00
3,3,970.00,-10.00
3,4,960.00,-10.00
3,5,950.00,-10.00
3,6,940.00,-10.00
3,7,930.00,-10.00
3,8,920.00,-10.00
3,9,910.00,-10.00
3,10,900.00,-10.00
3,11,910.00,+10.00
3,12,900.00,-10.00
3,13,890.00,-10.00
3,14,880.00,-10.00
3,15,890.00,+10.00
3,16,905.00,+15.00
3,17,920.00,+15.00
3,18,910.00,-10.00
3,19,920.00,+10.00
3,20,930.00,+10.00
3,21,940.00,+10.00
3,22,930.00,-10.00
3,23,920.00,-10.00
3,24,910.00,-10.00
3,25,910.00,+0.00
3,26,890.00,-20.00
3,27,870.00,-20.00
3,28,880.00,+10.00
3,29,860.00,-20.00
3,30,870.00,+10.00
3,31,860.00,-10.00
3,32,850.00,-10.00
3,33,860.00,+10.00
3,34,850.00,-10.00
3,35,845.00,-5.00
3,36,855.00,+10.00
3,37,845.00,-10.00
3,38,855.00,+10.00
3,39,865.00,+10.00
3,40,865.00,+0.00
3,41,855.00,-10.00
3,42,845.00,-10.00
3,43,835.00,-10.00
3,44,845.00,+10.00
3,45,855.00,+10.00
3,46,865.00,+10.00
3,47,855.00,-10.00
3,48,865.00,+10.00
3,49,875.00,+10.00
3,50,865.00,-10.00
3,51,855.00,-10.00
3,52,865.00,+10.00
3,53,875.00,+10.00
3,54,885.00,+10.00
3,55,885.00,+0.00
3,56,895.00,+10.00
3,57,905.00,+10.00
3,58,885.00,-20.00
3,59,895.00,+10.00
3,60,885.00,-10.00
3,61,895.00,+10.00
3,62,885.00,-10.00
3,63,875.00,-10.00
3,64,885.00,+10.00
3,65,895.00,+10.00
