Session,Hand,Bankroll
3,17,1025.00
3,18,1055.00
3,19,1065.00
3,20,1075.00
3,21,1075.00
3,22,1085.00
3,23,1085.00
3,24,1095.00
3,25,1085.00
3,26,1075.00
3,27,1065.00
3,28,1075.00
3,29,1085.00
3,30,1075.00
3,31,1075.00
3,32,1070.00
3,33,1065.00
3,34,1055.00
3,35,1065.00
3,36,1060.00
3,37,1050.00
3,38,1040.00
3,39,1030.00
3,40,1050.00
3,41,1040.00
3,42,1040.00
3,43,1050.00
3,44,1040.00
3,45,1030.00
3,46,1040.00
3,47,1030.00
3,48,1020.00
3,49,1030.00
3,50,1020.00
3,51,1010.00
3,52,1020.00
3,53,1010.00
3,54,1010.00
3,55,1020.00
3,56,1010.00
3,57,1000.00
3,58,990.00
3,59,970.00
3,60,960.00
3,61,960.00
3,62,950.00
3,63,945.00
3,64,925.00
3,65,915.00
3,66,925.00
3,67,935.00
3,68,955.00
3,69,970.00
3,70,980.00
3,71,990.00
3,72,1000.00
3,73,1010.00
3,74,1000.00
3,75,990.00
3,76,980.00
3,77,990.00
3,78,1005.00
3,79,995.00
3,80,985.00
3,81,975.00
3,82,965.00
3,83,955.00
3,84,965.00
3,85,975.00
3,86,985.00
3,87,985.00
3,88,995.00
3,89,985.00
3,90,975.00
3,91,965.00
3,92,955.00
3,93,975.00
3,94,985.00
3,95,975.00
3,96,965.00
3,97,965.00
3,98,955.00
3,99,945.00
3,100,935.00
4,1,1010.00
4,2,1010.00
4,3,1000.00
4,4,1000.00
4,5,990.00
4,6,970.00
4,7,960.00
4,8,950.00
4,9,960.00
4,10,970.00
4,11,990.00
4,12,1000.00
4,13,1010.00
4,14,1000.00
4,15,1010.00
4,16,1020.00
4,17,1040.00
4,18,1030.00
4,19,1010.00
4,20,1000.00
4,21,1015.00
4,22,1025.00
4,23,1015.00
4,24,1025.00
4,25,1040.00
4,26,1030.00
4,27,1040.00
4,28,1030.00
4,29,1020.00
4,30,1010.00
4,31,1000.00
4,32,1020.00
4,33,1010.00
4,34,1020.00
4,35,1010.00
4,36,1000.00
4,37,990.00
4,38,1000.00
4,39,1020.00
4,40,1035.00
4,41,1035.00
4,42,1035.00
4,43,1045.00
4,44,1055.00
4,45,1045.00
4,46,1040.00
4,47,1020.00
4,48,1030.00
4,49,1025.00
4,50,1035.00
4,51,1025.00
4,52,1035.00
4,53,1045.00
4,54,1035.00
4,55,1035.00
4,56,1045.00
4,57,1060.00
4,58,1070.00
4,59,1060.00
4,60,1050.00
4,61,1040.00
4,62,1030.00
4,63,1040.00
4,64,1030.00
4,65,1040.00
4,66,1055.00
4,67,1075.00
4,68,1070.00
4,69,1070.00
4,70,1060.00
4,71,1050.00
4,72,1040.00
4,73,1060.00
4,74,1070.00
4,75,1080.00
4,76,1070.00
4,77,1080.00
4,78,1070.00
4,79,1080.00
4,80,1090.00
4,81,1080.00
4,82,1090.00
4,83,1100.00
4,84,1090.00
4,85,1100.00
4,86,1115.00
4,87,1125.00
4,88,1120.00
4,89,1140.00
4,90,1150.00
4,91,1140.00
4,92,1130.00
4,93,1120.00
4,94,1135.00
4,95,1125.00
4,96,1135.00
4,97,1125.00
4,98,1135.00
4,99,1125.00
4,100,1115.00
5,1,1010.00
5,2,1030.00
5,3,1040.00
5,4,1035.00
5,5,1025.00
5,6,1025.00
5,7,1035.00
5,8,1045.00
5,9,1065.00
5,10,1055.00
5,11,1050.00
5,12,1065.00
5,13,1055.00
5,14,1055.00
5,15,1065.00
5,16,1055.00
5,17,1045.00
5,18,1055.00
5,19,1045.00
5,20,1055.00
5,21,1055.00
5,22,1045.00
5,23,1035.00
5,24,1015.00
5,25,1035.00
5,26,1025.00
5,27,1025.00
5,28,1045.00
5,29,1055.00
5,30,1065.00
5,31,1060.00
5,32,1070.00
5,33,1060.00
5,34,1050.00
5,35,1090.00
5,36,1085.00
5,37,1105.00
5,38,1105.00
5,39,1120.00
5,40,1110.00
5,41,1100.00
5,42,1090.00
5,43,1080.00
5,44,1070.00
5,45,1060.00
5,46,1050.00
5,47,1040.00
5,48,1020.00
5,49,1030.00
5,50,1040.00
5,51,1030.00
5,52,1020.00
5,53,1015.00
5,54,1005.00
5,55,1015.00
5,56,1005.00
5,57,995.00
5,58,985.00
5,59,965.00
5,60,975.00
5,61,985.00
5,62,975.00
5,63,965.00
5,64,975.00
5,65,955.00
5,66,945.00
5,67,935.00
5,68,945.00
5,69,935.00
5,70,925.00
5,71,915.00
5,72,910.00
5,73,900.00
5,74,900.00
5,75,880.00
5,76,860.00
5,77,870.00
5,78,865.00
5,79,855.00
5,80,845.00
5,81,835.00
5,82,825.00
5,83,835.00
5,84,850.00
5,85,840.00
5,86,820.00
5,87,810.00
5,88,805.00
5,89,815.00
5,90,805.00
5,91,815.00
5,92,805.00
5,93,795.00
5,94,785.00
5,95,795.00
5,96,795.00
5,97,805.00
5,98,795.00
5,99,790.00
5,100,800.00
