Session,Hand,Bankroll
4,19,960.00
4,20,955.00
4,21,945.00
4,22,935.00
4,23,945.00
4,24,955.00
4,25,965.00
4,26,955.00
4,27,945.00
4,28,940.00
4,29,930.00
4,30,920.00
4,31,930.00
4,32,920.00
4,33,910.00
4,34,910.00
4,35,890.00
4,36,880.00
4,37,870.00
4,38,860.00
4,39,870.00
4,40,880.00
4,41,890.00
4,42,900.00
4,43,890.00
4,44,900.00
4,45,890.00
4,46,880.00
4,47,890.00
4,48,885.00
4,49,900.00
4,50,915.00
4,51,935.00
4,52,925.00
4,53,935.00
4,54,925.00
4,55,945.00
4,56,935.00
4,57,930.00
4,58,920.00
4,59,935.00
4,60,925.00
4,61,945.00
4,62,935.00
4,63,945.00
4,64,955.00
4,65,945.00
4,66,945.00
4,67,955.00
4,68,950.00
4,69,940.00
4,70,930.00
4,71,920.00
4,72,930.00
4,73,950.00
4,74,960.00
4,75,960.00
4,76,970.00
4,77,985.00
4,78,1005.00
4,79,1015.00
4,80,1010.00
4,81,1000.00
4,82,990.00
4,83,1000.00
4,84,1000.00
4,85,1010.00
4,86,1000.00
4,87,1000.00
4,88,1020.00
4,89,1040.00
4,90,1030.00
4,91,1010.00
4,92,1020.00
4,93,1010.00
4,94,1020.00
4,95,1030.00
4,96,1040.00
4,97,1030.00
4,98,1050.00
4,99,1040.00
4,100,1050.00
5,1,990.00
5,2,1000.00
5,3,1010.00
5,4,1010.00
5,5,1025.00
5,6,1035.00
5,7,1025.00
5,8,1025.00
5,9,1035.00
5,10,1025.00
5,11,1045.00
5,12,1045.00
5,13,1035.00
5,14,1025.00
5,15,1015.00
5,16,1025.00
5,17,1015.00
5,18,1030.00
5,19,1020.00
5,20,1015.00
5,21,1005.00
5,22,1015.00
5,23,1030.00
5,24,1020.00
5,25,1010.00
5,26,1000.00
5,27,990.00
5,28,980.00
5,29,970.00
5,30,960.00
5,31,970.00
5,32,990.00
5,33,980.00
5,34,980.00
5,35,990.00
5,36,1000.00
5,37,1010.00
5,38,1000.00
5,39,1020.00
5,40,1030.00
5,41,1020.00
5,42,1040.00
5,43,1050.00
5,44,1040.00
5,45,1035.00
5,46,1025.00
5,47,1035.00
5,48,1050.00
5,49,1030.00
5,50,1040.00
5,51,1030.00
5,52,1030.00
5,53,1020.00
5,54,1030.00
5,55,1020.00
5,56,1000.00
5,57,1010.00
5,58,1020.00
5,59,1030.00
5,60,1030.00
5,61,1020.00
5,62,1010.00
5,63,1030.00
5,64,1040.00
5,65,1020.00
5,66,1030.00
5,67,1020.00
5,68,1010.00
5,69,1020.00
5,70,1010.00
5,71,1000.00
5,72,990.00
5,73,1000.00
5,74,1010.00
5,75,1005.00
5,76,1015.00
5,77,1030.00
5,78,1045.00
5,79,1035.00
5,80,1025.00
5,81,1020.00
5,82,1030.00
5,83,1040.00
5,84,1050.00
5,85,1050.00
5,86,1040.00
5,87,1055.00
5,88,1045.00
5,89,1035.00
5,90,1025.00
5,91,1045.00
5,92,1035.00
5,93,1025.00
5,94,1035.00
5,95,1045.00
5,96,1055.00
5,97,1045.00
5,98,1055.00
5,99,1045.00
5,100,1035.00
