Session,Hand,Bankroll
3,70,1140.00
3,71,1130.00
3,72,1120.00
3,73,1130.00
3,74,1140.00
3,75,1130.00
3,76,1140.00
3,77,1130.00
3,78,1120.00
3,79,1110.00
3,80,1120.00
3,81,1120.00
3,82,1100.00
3,83,1110.00
3,84,1120.00
3,85,1120.00
3,86,1110.00
3,87,1100.00
3,88,1110.00
3,89,1120.00
3,90,1115.00
3,91,1105.00
3,92,1115.00
3,93,1105.00
3,94,1115.00
3,95,1105.00
3,96,1095.00
3,97,1085.00
3,98,1095.00
3,99,1075.00
3,100,1065.00
4,1,1015.00
4,2,1025.00
4,3,1005.00
4,4,1025.00
4,5,1040.00
4,6,1050.00
4,7,1060.00
4,8,1050.00
4,9,1040.00
4,10,1050.00
4,11,1060.00
4,12,1050.00
4,13,1040.00
4,14,1020.00
4,15,1035.00
4,16,1025.00
4,17,1045.00
4,18,1035.00
4,19,1055.00
4,20,1045.00
4,21,1055.00
4,22,1055.00
4,23,1065.00
4,24,1055.00
4,25,1065.00
4,26,1075.00
4,27,1065.00
4,28,1055.00
4,29,1035.00
4,30,1045.00
4,31,1065.00
4,32,1055.00
4,33,1035.00
4,34,1025.00
4,35,1020.00
4,36,1030.00
4,37,1020.00
4,38,1010.00
4,39,1030.00
4,40,1020.00
4,41,1030.00
4,42,1050.00
4,43,1030.00
4,44,1020.00
4,45,1015.00
4,46,1005.00
4,47,1015.00
4,48,1005.00
4,49,1015.00
4,50,1025.00
4,51,1035.00
4,52,1045.00
4,53,1035.00
4,54,1035.00
4,55,1025.00
4,56,1035.00
4,57,1045.00
4,58,1060.00
4,59,1060.00
4,60,1055.00
4,61,1050.00
4,62,1060.00
4,63,1040.00
4,64,1030.00
4,65,1040.00
4,66,1030.00
4,67,1040.00
4,68,1050.00
4,69,1040.00
4,70,1030.00
4,71,1040.00
4,72,1040.00
4,73,1055.00
4,74,1045.00
4,75,1025.00
4,76,1035.00
4,77,1030.00
4,78,1040.00
4,79,1020.00
4,80,1010.00
4,81,1030.00
4,82,1040.00
4,83,1020.00
4,84,1010.00
4,85,1030.00
4,86,1040.00
4,87,1050.00
4,88,1040.00
4,89,1030.00
4,90,1020.00
4,91,1030.00
4,92,1020.00
4,93,1015.00
4,94,1015.00
4,95,1025.00
4,96,1040.00
4,97,1030.00
4,98,1050.00
4,99,1040.00
4,100,1050.00
5,1,980.00
5,2,970.00
5,3,960.00
5,4,950.00
5,5,940.00
5,6,950.00
5,7,960.00
5,8,950.00
5,9,960.00
5,10,975.00
5,11,990.00
5,12,980.00
5,13,995.00
5,14,985.00
5,15,975.00
5,16,995.00
5,17,1005.00
5,18,1000.00
5,19,1020.00
5,20,1010.00
5,21,1000.00
5,22,990.00
5,23,1000.00
5,24,1010.00
5,25,1000.00
5,26,995.00
5,27,985.00
5,28,1005.00
5,29,1015.00
5,30,1005.00
5,31,1015.00
5,32,1035.00
5,33,1025.00
5,34,1020.00
5,35,1040.00
5,36,1060.00
5,37,1070.00
5,38,1060.00
5,39,1080.00
5,40,1090.00
5,41,1100.00
5,42,1090.00
5,43,1105.00
5,44,1105.00
5,45,1105.00
5,46,1095.00
5,47,1095.00
5,48,1095.00
5,49,1105.00
5,50,1095.00
5,51,1110.00
5,52,1120.00
5,53,1110.00
5,54,1100.00
5,55,1110.00
5,56,1100.00
5,57,1120.00
5,58,1130.00
5,59,1140.00
5,60,1130.00
5,61,1140.00
5,62,1130.00
5,63,1120.00
5,64,1130.00
5,65,1140.00
5,66,1150.00
5,67,1160.00
5,68,1170.00
5,69,1150.00
5,70,1160.00
5,71,1150.00
5,72,1160.00
5,73,1150.00
5,74,1130.00
5,75,1120.00
5,76,1130.00
5,77,1140.00
5,78,1150.00
5,79,1145.00
5,80,1155.00
5,81,1155.00
5,82,1155.00
5,83,1145.00
5,84,1135.00
5,85,1125.00
5,86,1145.00
5,87,1140.00
5,88,1130.00
5,89,1140.00
5,90,1150.00
5,91,1140.00
5,92,1155.00
5,93,1145.00
5,94,1155.00
5,95,1170.00
5,96,1160.00
5,97,1180.00
5,98,1190.00
5,99,1200.00
5,100,1190.00
