Session,Hand,Bankroll
1,1,1000.00
1,2,990.00
1,3,990.00
1,4,980.00
1,5,970.00
1,6,965.00
1,7,975.00
1,8,995.00
1,9,985.00
1,10,975.00
1,11,985.00
1,12,995.00
1,13,1005.00
1,14,985.00
1,15,975.00
1,16,985.00
1,17,975.00
1,18,995.00
1,19,1005.00
1,20,995.00
1,21,1005.00
1,22,995.00
1,23,985.00
1,24,995.00
1,25,1005.00
1,26,1015.00
1,27,1005.00
1,28,995.00
1,29,990.00
1,30,1000.00
1,31,990.00
1,32,1000.00
1,33,1010.00
1,34,1000.00
1,35,995.00
1,36,985.00
1,37,1005.00
1,38,1015.00
1,39,1005.00
1,40,995.00
1,41,975.00
1,42,990.00
1,43,980.00
1,44,970.00
1,45,970.00
1,46,985.00
1,47,965.00
1,48,955.00
1,49,950.00
1,50,960.00
1,51,950.00
1,52,950.00
1,53,945.00
1,54,935.00
1,55,925.00
1,56,935.00
1,57,915.00
1,58,905.00
1,59,895.00
1,60,905.00
1,61,915.00
1,62,925.00
1,63,915.00
1,64,905.00
1,65,895.00
1,66,885.00
1,67,875.00
1,68,885.00
1,69,905.00
1,70,895.00
1,71,885.00
1,72,885.00
1,73,880.00
1,74,870.00
1,75,880.00
1,76,890.00
1,77,900.00
1,78,890.00
1,79,900.00
1,80,880.00
1,81,870.00
1,82,860.00
1,83,840.00
1,84,830.00
1,85,840.00
1,86,830.00
1,87,810.00
1,88,800.00
1,89,810.00
1,90,830.00
1,91,820.00
1,92,830.00
1,93,840.00
1,94,850.00
1,95,860.00
1,96,840.00
1,97,830.00
1,98,820.00
1,99,830.00
1,100,830.00
2,1,1010.00
2,2,1025.00
2,3,1025.00
2,4,1035.00
2,5,1045.00
2,6,1055.00
2,7,1065.00
2,8,1055.00
2,9,1045.00
2,10,1065.00
2,11,1075.00
2,12,1065.00
2,13,1075.00
2,14,1065.00
2,15,1025.00
2,16,1020.00
2,17,1030.00
2,18,1020.00
2,19,1010.00
2,20,1020.00
2,21,1010.00
2,22,1020.00
2,23,1030.00
2,24,1030.00
2,25,1020.00
2,26,1010.00
2,27,1000.00
2,28,1010.00
2,29,1000.00
2,30,990.00
2,31,980.00
2,32,990.00
2,33,980.00
2,34,1000.00
2,35,990.00
2,36,1000.00
2,37,995.00
2,38,995.00
2,39,985.00
2,40,975.00
2,41,965.00
2,42,975.00
2,43,965.00
2,44,955.00
2,45,945.00
2,46,945.00
2,47,955.00
2,48,945.00
2,49,935.00
2,50,955.00
2,51,975.00
2,52,955.00
2,53,945.00
2,54,925.00
2,55,915.00
2,56,905.00
2,57,895.00
2,58,905.00
2,59,905.00
2,60,895.00
2,61,905.00
2,62,895.00
2,63,915.00
2,64,925.00
2,65,935.00
2,66,945.00
2,67,955.00
2,68,935.00
2,69,925.00
2,70,920.00
2,71,910.00
2,72,925.00
2,73,915.00
2,74,925.00
2,75,935.00
2,76,925.00
2,77,935.00
2,78,945.00
2,79,965.00
2,80,985.00
2,81,980.00
2,82,990.00
2,83,1000.00
2,84,990.00
2,85,985.00
2,86,1000.00
2,87,1010.00
2,88,1020.00
2,89,1010.00
2,90,1020.00
2,91,1010.00
2,92,1020.00
2,93,1010.00
2,94,1020.00
2,95,1035.00
2,96,1045.00
2,97,1045.00
2,98,1055.00
2,99,1045.00
2,100,1035.00
3,1,990.00
3,2,1000.00
3,3,995.00
3,4,985.00
3,5,995.00
3,6,1015.00
3,7,1035.00
3,8,1050.00
3,9,1045.00
3,10,1055.00
3,11,1045.00
3,12,1035.00
3,13,1015.00
3,14,1005.00
3,15,1005.00
3,16,995.00
3,17,985.00
3,18,995.00
3,19,1005.00
3,20,1015.00
3,21,1005.00
3,22,985.00
3,23,975.00
3,24,990.00
3,25,1005.00
3,26,1015.00
3,27,1005.00
3,28,1015.00
3,29,1005.00
3,30,995.00
3,31,985.00
3,32,975.00
3,33,990.00
3,34,1000.00
3,35,1010.00
3,36,1020.00
3,37,1010.00
3,38,1000.00
3,39,990.00
3,40,1005.00
3,41,995.00
3,42,990.00
3,43,980.00
3,44,990.00
3,45,980.00
3,46,970.00
3,47,960.00
3,48,970.00
3,49,1000.00
3,50,990.00
3,51,1000.00
3,52,990.00
3,53,980.00
3,54,990.00
3,55,990.00
3,56,980.00
3,57,990.00
3,58,1010.00
3,59,1000.00
3,60,990.00
3,61,985.00
3,62,975.00
3,63,975.00
3,64,975.00
3,65,965.00
3,66,960.00
3,67,970.00
3,68,960.00
3,69,970.00
3,70,980.00
3,71,970.00
3,72,965.00
3,73,975.00
3,74,985.00
3,75,975.00
3,76,965.00
3,77,975.00
3,78,965.00
3,79,975.00
3,80,970.00
3,81,960.00
3,82,950.00
3,83,940.00
3,84,930.00
3,85,920.00
3,86,915.00
3,87,925.00
3,88,935.00
3,89,925.00
3,90,935.00
3,91,925.00
3,92,915.00
3,93,905.00
3,94,915.00
3,95,925.00
3,96,915.00
3,97,925.00
3,98,935.00
3,99,925.00
3,100,935.00
4,1,1020.00
4,2,1040.00
4,3,1030.00
4,4,1020.00
4,5,1010.00
4,6,990.00
4,7,990.00
4,8,970.00
4,9,960.00
4,10,970.00
4,11,970.00
4,12,980.00
4,13,975.00
4,14,990.00
4,15,980.00
4,16,995.00
4,17,985.00
4,18,975.00
4,19,990.00
4,20,1000.00
4,21,1010.00
4,22,1020.00
4,23,1000.00
4,24,1010.00
4,25,1020.00
4,26,1035.00
4,27,1030.00
4,28,1020.00
4,29,1010.00
4,30,1000.00
4,31,990.00
4,32,980.00
4,33,990.00
4,34,980.00
4,35,970.00
4,36,985.00
4,37,975.00
4,38,965.00
4,39,955.00
4,40,965.00
4,41,945.00
4,42,955.00
4,43,935.00
4,44,945.00
4,45,955.00
4,46,945.00
4,47,955.00
4,48,950.00
4,49,965.00
4,50,955.00
4,51,970.00
4,52,970.00
4,53,980.00
4,54,990.00
4,55,1000.00
4,56,1000.00
4,57,1010.00
4,58,1000.00
4,59,1010.00
4,60,1020.00
4,61,1030.00
4,62,1020.00
4,63,1010.00
4,64,1000.00
4,65,1010.00
4,66,990.00
4,67,1000.00
4,68,1010.00
4,69,1000.00
4,70,1010.00
4,71,1000.00
4,72,1010.00
4,73,1020.00
4,74,1030.00
4,75,1020.00
4,76,1020.00
4,77,1010.00
4,78,1050.00
4,79,1060.00
4,80,1075.00
4,81,1065.00
4,82,1055.00
4,83,1045.00
4,84,1055.00
4,85,1065.00
4,86,1065.00
4,87,1075.00
4,88,1065.00
4,89,1075.00
4,90,1085.00
4,91,1085.00
4,92,1095.00
4,93,1085.00
4,94,1095.00
4,95,1075.00
4,96,1065.00
4,97,1075.00
4,98,1065.00
4,99,1055.00
4,100,1045.00
5,1,1000.00
5,2,990.00
5,3,980.00
5,4,970.00
5,5,950.00
5,6,960.00
5,7,950.00
5,8,930.00
5,9,920.00
5,10,900.00
5,11,910.00
5,12,900.00
5,13,890.00
5,14,900.00
5,15,920.00
5,16,915.00
5,17,905.00
5,18,895.00
5,19,890.00
5,20,900.00
5,21,915.00
5,22,905.00
5,23,925.00
5,24,935.00
5,25,925.00
5,26,915.00
5,27,925.00
5,28,920.00
5,29,940.00
5,30,960.00
5,31,970.00
5,32,980.00
5,33,970.00
5,34,980.00
5,35,990.00
5,36,980.00
5,37,995.00
5,38,985.00
5,39,975.00
5,40,965.00
5,41,955.00
5,42,935.00
5,43,955.00
5,44,965.00
5,45,985.00
5,46,975.00
5,47,975.00
5,48,965.00
5,49,975.00
5,50,965.00
5,51,965.00
5,52,955.00
5,53,965.00
5,54,975.00
5,55,965.00
5,56,965.00
5,57,955.00
5,58,945.00
5,59,935.00
5,60,930.00
5,61,920.00
5,62,910.00
5,63,900.00
5,64,910.00
5,65,900.00
5,66,880.00
5,67,900.00
5,68,890.00
5,69,900.00
5,70,890.00
5,71,905.00
5,72,900.00
5,73,910.00
5,74,900.00
5,75,910.00
5,76,900.00
5,77,890.00
5,78,885.00
5,79,895.00
5,80,885.00
5,81,880.00
5,82,870.00
5,83,890.00
5,84,880.00
5,85,880.00
5,86,900.00
5,87,910.00
5,88,900.00
5,89,910.00
5,90,890.00
5,91,880.00
5,92,890.00
5,93,880.00
5,94,870.00
5,95,880.00
5,96,870.00
5,97,860.00
5,98,850.00
5,99,860.00
5,100,880.00
