Session,Hand,Bankroll
5,57,1015.00
5,58,1025.00
5,59,1045.00
5,60,1035.00
5,61,1025.00
5,62,1020.00
5,63,1030.00
5,64,1020.00
5,65,1030.00
5,66,1020.00
5,67,1040.00
5,68,1050.00
5,69,1060.00
5,70,1050.00
5,71,1060.00
5,72,1070.00
5,73,1080.00
5,74,1070.00
5,75,1060.00
5,76,1070.00
5,77,1085.00
5,78,1075.00
5,79,1085.00
5,80,1095.00
5,81,1105.00
5,82,1095.00
5,83,1085.00
5,84,1075.00
5,85,1085.00
5,86,1085.00
5,87,1080.00
5,88,1090.00
5,89,1110.00
5,90,1100.00
5,91,1115.00
5,92,1110.00
5,93,1120.00
5,94,1100.00
5,95,1110.00
5,96,1100.00
5,97,1110.00
5,98,1120.00
5,99,1135.00
5,100,1145.00
