Session,Hand,Bankroll
3,48,985.00
3,49,995.00
3,50,985.00
3,51,975.00
3,52,985.00
3,53,995.00
3,54,985.00
3,55,995.00
3,56,1005.00
3,57,1015.00
3,58,1025.00
3,59,1005.00
3,60,1015.00
3,61,1025.00
3,62,1035.00
3,63,1025.00
3,64,1015.00
3,65,1035.00
3,66,1025.00
3,67,1015.00
3,68,1025.00
3,69,1015.00
3,70,1005.00
3,71,995.00
3,72,1005.00
3,73,1025.00
3,74,1015.00
3,75,1010.00
3,76,1000.00
3,77,990.00
3,78,1000.00
3,79,990.00
3,80,1000.00
3,81,990.00
3,82,985.00
3,83,975.00
3,84,965.00
3,85,960.00
3,86,950.00
3,87,970.00
3,88,960.00
3,89,970.00
3,90,965.00
3,91,975.00
3,92,965.00
3,93,955.00
3,94,965.00
3,95,975.00
3,96,965.00
3,97,955.00
3,98,945.00
3,99,955.00
3,100,965.00
4,1,980.00
4,2,970.00
4,3,985.00
4,4,995.00
4,5,985.00
4,6,975.00
4,7,995.00
4,8,995.00
4,9,990.00
4,10,980.00
4,11,960.00
4,12,950.00
4,13,930.00
4,14,940.00
4,15,930.00
4,16,940.00
4,17,930.00
4,18,920.00
4,19,930.00
4,20,920.00
4,21,930.00
4,22,940.00
4,23,930.00
4,24,920.00
4,25,910.00
4,26,900.00
4,27,890.00
4,28,900.00
4,29,910.00
4,30,900.00
4,31,910.00
4,32,925.00
4,33,915.00
4,34,915.00
4,35,895.00
4,36,885.00
4,37,895.00
4,38,905.00
4,39,915.00
4,40,925.00
4,41,905.00
4,42,915.00
4,43,905.00
4,44,895.00
4,45,905.00
4,46,915.00
4,47,895.00
4,48,885.00
4,49,895.00
4,50,885.00
4,51,875.00
4,52,865.00
4,53,865.00
4,54,855.00
4,55,865.00
4,56,875.00
4,57,895.00
4,58,885.00
4,59,895.00
4,60,885.00
4,61,885.00
4,62,875.00
4,63,885.00
4,64,865.00
4,65,865.00
4,66,880.00
4,67,890.00
4,68,900.00
4,69,900.00
4,70,890.00
4,71,900.00
4,72,900.00
4,73,900.00
4,74,910.00
4,75,900.00
4,76,890.00
4,77,900.00
4,78,890.00
4,79,880.00
4,80,875.00
4,81,870.00
4,82,860.00
4,83,855.00
4,84,865.00
4,85,865.00
4,86,885.00
4,87,885.00
4,88,875.00
4,89,865.00
4,90,855.00
4,91,865.00
4,92,875.00
4,93,865.00
4,94,855.00
4,95,865.00
4,96,880.00
4,97,880.00
4,98,870.00
4,99,860.00
4,100,870.00
5,1,1010.00
5,2,1005.00
5,3,1015.00
5,4,1025.00
5,5,1020.00
5,6,1010.00
5,7,1020.00
5,8,1010.00
5,9,1000.00
5,10,1020.00
5,11,1020.00
5,12,1030.00
5,13,1020.00
5,14,1010.00
5,15,1020.00
5,16,1020.00
5,17,1015.00
5,18,1025.00
5,19,1015.00
5,20,1005.00
5,21,1015.00
5,22,1005.00
5,23,995.00
5,24,985.00
5,25,975.00
5,26,965.00
5,27,955.00
5,28,975.00
5,29,965.00
5,30,975.00
5,31,975.00
5,32,965.00
5,33,935.00
5,34,925.00
5,35,935.00
5,36,935.00
5,37,945.00
5,38,955.00
5,39,965.00
5,40,960.00
5,41,950.00
5,42,940.00
5,43,950.00
5,44,960.00
5,45,970.00
5,46,990.00
5,47,1000.00
5,48,1010.00
5,49,1000.00
5,50,1010.00
5,51,1020.00
5,52,1010.00
5,53,990.00
5,54,980.00
5,55,970.00
5,56,960.00
5,57,975.00
5,58,985.00
5,59,965.00
5,60,960.00
5,61,950.00
5,62,940.00
5,63,930.00
5,64,945.00
5,65,935.00
5,66,925.00
5,67,940.00
5,68,930.00
5,69,920.00
5,70,910.00
5,71,930.00
5,72,920.00
5,73,930.00
5,74,920.00
5,75,930.00
5,76,940.00
5,77,930.00
5,78,920.00
5,79,910.00
5,80,900.00
5,81,910.00
5,82,920.00
5,83,910.00
5,84,925.00
5,85,905.00
5,86,925.00
5,87,925.00
5,88,915.00
5,89,925.00
5,90,915.00
5,91,915.00
5,92,935.00
5,93,950.00
5,94,940.00
5,95,930.00
5,96,920.00
5,97,910.00
5,98,920.00
5,99,930.00
5,100,920.00
