Session,Hand,Bankroll
1,1,990.00
1,2,1000.00
1,3,990.00
1,4,985.00
1,5,975.00
1,6,995.00
1,7,1015.00
1,8,1030.00
1,9,1040.00
1,10,1030.00
1,11,1020.00
1,12,1010.00
1,13,1010.00
1,14,1000.00
1,15,1000.00
1,16,990.00
1,17,980.00
1,18,990.00
1,19,990.00
1,20,980.00
1,21,970.00
1,22,960.00
1,23,970.00
1,24,960.00
1,25,955.00
1,26,965.00
1,27,955.00
1,28,965.00
1,29,980.00
1,30,990.00
1,31,990.00
1,32,1000.00
1,33,1020.00
1,34,1010.00
1,35,1020.00
1,36,1030.00
1,37,1025.00
1,38,1035.00
1,39,1025.00
1,40,1035.00
1,41,1025.00
1,42,1035.00
1,43,1050.00
1,44,1045.00
1,45,1035.00
1,46,1045.00
1,47,1045.00
1,48,1035.00
1,49,1050.00
1,50,1060.00
1,51,1070.00
1,52,1090.00
1,53,1090.00
1,54,1100.00
1,55,1120.00
1,56,1110.00
1,57,1120.00
1,58,1135.00
1,59,1145.00
1,60,1175.00
1,61,1185.00
1,62,1195.00
1,63,1185.00
1,64,1200.00
1,65,1190.00
1,66,1200.00
1,67,1195.00
1,68,1185.00
1,69,1175.00
1,70,1190.00
1,71,1185.00
1,72,1180.00
1,73,1180.00
1,74,1190.00
1,75,1185.00
1,76,1175.00
1,77,1185.00
1,78,1175.00
1,79,1175.00
1,80,1175.00
1,81,1165.00
1,82,1165.00
1,83,1185.00
1,84,1165.00
1,85,1155.00
1,86,1165.00
1,87,1175.00
1,88,1185.00
1,89,1195.00
1,90,1205.00
1,91,1215.00
1,92,1225.00
1,93,1215.00
1,94,1205.00
1,95,1195.00
1,96,1205.00
1,97,1215.00
1,98,1205.00
1,99,1195.00
1,100,1205.00
2,1,1010.00
2,2,1000.00
2,3,990.00
2,4,1010.00
2,5,1005.00
2,6,995.00
2,7,985.00
2,8,975.00
2,9,965.00
2,10,955.00
2,11,975.00
2,12,985.00
2,13,975.00
2,14,965.00
2,15,975.00
2,16,990.00
2,17,980.00
2,18,970.00
2,19,965.00
2,20,955.00
2,21,975.00
2,22,955.00
2,23,935.00
2,24,925.00
2,25,915.00
2,26,925.00
2,27,925.00
2,28,915.00
2,29,925.00
2,30,915.00
2,31,905.00
2,32,915.00
2,33,925.00
2,34,915.00
